Exposure	Outcome	bxy	se	p	nsnp
SLC4A1AP_GSMR	BDEP	-0.00511251	0.010101	0.612759	3
SLC4A1_GSMR	BDEP	-0.0204513	0.0112925	0.0701332	1
SLC4A2_GSMR	BDEP	-0.0145419	0.00784539	0.0638013	1
SLC4A5_GSMR	BDEP	-0.0857923	0.0331252	0.00959919	1
SLC4A7_GSMR	BDEP	nan	nan	nan	nan
SLC4A8_GSMR	BDEP	nan	nan	nan	nan
SLC51A_GSMR	BDEP	nan	nan	nan	nan
SLC52A3_GSMR	BDEP	-0.014298	0.0163903	0.383022	1
SLC5A10_GSMR	BDEP	0.00718804	0.0285415	0.801161	1
SLC5A11_GSMR	BDEP	-0.00309768	0.00403846	0.443055	5
SLC5A2_GSMR	BDEP	0.0162178	0.0333807	0.627079	1
SLC5A3_GSMR	BDEP	0.00450759	0.0109849	0.681554	5
SLC5A6_GSMR	BDEP	0.00498592	0.00429028	0.245177	8
SLC5A9_GSMR	BDEP	-0.013327	0.0311366	0.668639	1
SLC6A12_GSMR	BDEP	0.019077	0.007708	0.0133248	5
SLC6A13_GSMR	BDEP	0.00497877	0.0336149	0.882254	1
SLC6A16_GSMR	BDEP	nan	nan	nan	nan
SLC6A20_GSMR	BDEP	-0.0221157	0.030287	0.465266	1
SLC6A6_GSMR	BDEP	0.00545844	0.00490901	0.266172	5
SLC6A9_GSMR	BDEP	0.00122869	0.0215838	0.954604	1
SLC7A10_GSMR	BDEP	nan	nan	nan	nan
SLC7A11_GSMR	BDEP	nan	nan	nan	nan
SLC7A1_GSMR	BDEP	0.00130151	0.00416286	0.754549	10
SLC7A4_GSMR	BDEP	0.00733128	0.0221438	0.740587	1
SLC7A5_GSMR	BDEP	0.0110329	0.00791996	0.163605	5
SLC7A6_GSMR	BDEP	0.00114628	0.00447071	0.797644	5
SLC7A6OS_GSMR	BDEP	0.00601995	0.0124113	0.627649	1
SLC7A7_GSMR	BDEP	-0.0025945	0.00495133	0.600278	9
SLC7A8_GSMR	BDEP	-0.0117178	0.00503283	0.0198974	6
SLC7A9_GSMR	BDEP	0.00144046	0.00478107	0.763198	6
SLC8A1-AS1_GSMR	BDEP	-0.00714186	0.00381161	0.0609697	5
SLC8A1_GSMR	BDEP	0.00329896	0.00543058	0.543533	9
SLC8A3_GSMR	BDEP	-0.00329199	0.0138048	0.81152	5
SLC9A1_GSMR	BDEP	nan	nan	nan	nan
SLC9A3_GSMR	BDEP	0.00116273	0.00290493	0.688965	6
SLC9A3R1_GSMR	BDEP	-0.000947336	0.00777809	0.903061	3
SLC9A7P1_GSMR	BDEP	nan	nan	nan	nan
SLC9A8_GSMR	BDEP	-0.0079504	0.0176962	0.653236	3
SLC9A9_GSMR	BDEP	0.00547013	0.00999973	0.58436	7
SLC9B2_GSMR	BDEP	0.0297698	0.0229734	0.195032	1
SLCO3A1_GSMR	BDEP	0.00309302	0.00301579	0.305077	13
SLCO4C1_GSMR	BDEP	-0.00344066	0.00412567	0.404301	9
SLFN11_GSMR	BDEP	0.00210106	0.00599572	0.726019	9
SLFN12_GSMR	BDEP	nan	nan	nan	nan
SLFN12L_GSMR	BDEP	0.000238884	0.00366503	0.948031	5
SLFN13_GSMR	BDEP	-0.00223371	0.00476534	0.639255	8
SLFN14_GSMR	BDEP	nan	nan	nan	nan
SLFN5_GSMR	BDEP	-0.00306698	0.00300165	0.306893	19
SLFNL1_GSMR	BDEP	0.0215669	0.0191188	0.259301	3
SLITRK5_GSMR	BDEP	-0.00945086	0.0172505	0.583789	1
SLK_GSMR	BDEP	0.000699683	0.00792348	0.929634	7
SLMAP_GSMR	BDEP	-0.00750754	0.0159959	0.638825	1
SLMO1_GSMR	BDEP	0.0174724	0.0142573	0.220384	3
SLPI_GSMR	BDEP	nan	nan	nan	nan
SLTM_GSMR	BDEP	-0.0477522	0.0328881	0.146513	1
SLU7_GSMR	BDEP	-0.0132778	0.0154051	0.388734	3
SLX4_GSMR	BDEP	-0.00790866	0.0185123	0.669225	1
SLX4IP_GSMR	BDEP	-0.0121709	0.00867166	0.16046	5
SMAD1_GSMR	BDEP	-0.0313327	0.0224729	0.163244	1
SMAD2_GSMR	BDEP	0.0140881	0.0198686	0.478285	1
SMAD3_GSMR	BDEP	-0.0116434	0.00935341	0.213194	5
SMAD4_GSMR	BDEP	nan	nan	nan	nan
SMAD5_GSMR	BDEP	0.00855506	0.00278217	0.00210532	15
SMAD6_GSMR	BDEP	nan	nan	nan	nan
SMAD7_GSMR	BDEP	nan	nan	nan	nan
SMAGP_GSMR	BDEP	-0.00615754	0.0111763	0.581669	3
SMAP1_GSMR	BDEP	0.0084427	0.00305118	0.00565692	15
SMAP2_GSMR	BDEP	0.0364443	0.0201394	0.0703578	1
SMARCA2_GSMR	BDEP	0.0260401	0.016273	0.109552	1
SMARCA4_GSMR	BDEP	0.0182616	0.0109941	0.0967074	1
SMARCAD1_GSMR	BDEP	-0.0175858	0.00801172	0.0281632	3
SMARCAL1_GSMR	BDEP	-0.00353698	0.00975675	0.716966	3
SMARCB1_GSMR	BDEP	-0.000280178	0.00438197	0.949019	6
SMARCC1_GSMR	BDEP	-0.0314062	0.0305168	0.303412	1
SMARCC2_GSMR	BDEP	-0.0055636	0.0111235	0.616956	1
SMARCD1_GSMR	BDEP	-0.00775219	0.0140793	0.581901	1
SMARCD2_GSMR	BDEP	nan	nan	nan	nan
SMARCD3_GSMR	BDEP	0.041468	0.0209796	0.0480883	1
SMARCE1_GSMR	BDEP	0.00299245	0.00284203	0.292374	13
SMC1B_GSMR	BDEP	0.0214173	0.0107489	0.0463163	3
SMC2_GSMR	BDEP	nan	nan	nan	nan
SMC3_GSMR	BDEP	0.00500787	0.0180671	0.781641	1
SMC4_GSMR	BDEP	nan	nan	nan	nan
SMC5_GSMR	BDEP	-0.0232785	0.0144882	0.108116	1
SMC6_GSMR	BDEP	-0.0075546	0.00359225	0.0354631	14
SMCHD1_GSMR	BDEP	nan	nan	nan	nan
SMCR7_GSMR	BDEP	-0.0890052	0.0265824	0.000813151	1
SMCR7L_GSMR	BDEP	0.0121828	0.0308993	0.693378	1
SMCR8_GSMR	BDEP	0.0642544	0.0184529	0.000497549	1
SMEK2_GSMR	BDEP	nan	nan	nan	nan
SMG1_GSMR	BDEP	nan	nan	nan	nan
SMG1P1_GSMR	BDEP	nan	nan	nan	nan
SMG5_GSMR	BDEP	0.000809567	0.00265584	0.760499	13
SMG7-AS1_GSMR	BDEP	0.00512224	0.0123132	0.677414	1
SMG7_GSMR	BDEP	0.000539069	0.00264164	0.838302	17
SMG8_GSMR	BDEP	-0.0264476	0.0137241	0.0539679	3
SMG9_GSMR	BDEP	nan	nan	nan	nan
SMIM12-AS1_GSMR	BDEP	nan	nan	nan	nan
SMIM12_GSMR	BDEP	-0.00384061	0.00582648	0.50979	5
SMIM14_GSMR	BDEP	-0.0176771	0.00951172	0.0631041	9
SMIM16_GSMR	BDEP	nan	nan	nan	nan
SMIM1_GSMR	BDEP	0.002679	0.0023569	0.255681	5
SMIM4_GSMR	BDEP	nan	nan	nan	nan
SMIM5_GSMR	BDEP	-0.0221453	0.0308708	0.473154	1
SMIM7_GSMR	BDEP	0.00882559	0.00948594	0.352171	3
SMIM8_GSMR	BDEP	nan	nan	nan	nan
SMKR1_GSMR	BDEP	0.00586633	0.0137687	0.670062	1
SMN2_GSMR	BDEP	-0.00514544	0.00520255	0.322652	3
SMNDC1_GSMR	BDEP	0.0309389	0.0242501	0.202017	1
SMO_GSMR	BDEP	-0.0322237	0.0230593	0.162285	1
SMOX_GSMR	BDEP	-0.000736514	0.00384764	0.848197	13
SMPD1_GSMR	BDEP	nan	nan	nan	nan
SMPD2_GSMR	BDEP	0.00869071	0.00413053	0.0353768	8
SMPD3_GSMR	BDEP	-0.00383069	0.0153359	0.802753	3
SMPD4_GSMR	BDEP	nan	nan	nan	nan
SMPD4P1_GSMR	BDEP	0.00174411	0.00236974	0.461735	7
SMPDL3A_GSMR	BDEP	-0.00112567	0.00323208	0.727631	16
SMPDL3B_GSMR	BDEP	0.00378924	0.0111914	0.734923	1
SMTNL1_GSMR	BDEP	nan	nan	nan	nan
SMU1_GSMR	BDEP	0.00577145	0.00681439	0.397023	5
SMUG1_GSMR	BDEP	0.00525364	0.00471528	0.265205	7
SMURF1_GSMR	BDEP	-0.0193481	0.0346015	0.576045	1
SMYD2_GSMR	BDEP	nan	nan	nan	nan
SMYD3_GSMR	BDEP	0.00643994	0.00708261	0.363213	7
SMYD4_GSMR	BDEP	-0.00976668	0.00651346	0.133754	5
SNAI3-AS1_GSMR	BDEP	nan	nan	nan	nan
SNAI3_GSMR	BDEP	-0.00210109	0.0117569	0.858165	3
SNAP23_GSMR	BDEP	nan	nan	nan	nan
SNAP29_GSMR	BDEP	0.00119298	0.00228605	0.601775	7
SNAP47_GSMR	BDEP	0.0160241	0.00865724	0.0641768	7
SNAPC1_GSMR	BDEP	nan	nan	nan	nan
SNAPC3_GSMR	BDEP	-0.0204829	0.0145701	0.159779	3
SNAPC4_GSMR	BDEP	-0.01221	0.0195556	0.532383	1
SNAPC5_GSMR	BDEP	nan	nan	nan	nan
SNAPIN_GSMR	BDEP	0.00354252	0.00971036	0.715247	1
SNCA_GSMR	BDEP	nan	nan	nan	nan
SND1_GSMR	BDEP	0.0126561	0.00907563	0.163162	3
SNED1_GSMR	BDEP	-0.0280607	0.0319702	0.380098	1
SNF8_GSMR	BDEP	0.0482493	0.024513	0.0490315	1
SNHG11_GSMR	BDEP	0.0221182	0.0350745	0.528297	1
SNHG12_GSMR	BDEP	nan	nan	nan	nan
SNHG14_GSMR	BDEP	nan	nan	nan	nan
SNHG15_GSMR	BDEP	-0.00156834	0.00494534	0.751141	7
SNHG16_GSMR	BDEP	nan	nan	nan	nan
SNHG1_GSMR	BDEP	nan	nan	nan	nan
SNHG3_GSMR	BDEP	nan	nan	nan	nan
SNHG5_GSMR	BDEP	0.00249246	0.00327842	0.447098	11
SNHG7_GSMR	BDEP	-0.00136386	0.00787168	0.862446	1
SNHG8_GSMR	BDEP	0.00568153	0.00808393	0.48217	3
SNHG9_GSMR	BDEP	-0.00625498	0.0305138	0.837581	1
SNIP1_GSMR	BDEP	0.00126775	0.00559078	0.820612	8
SNN_GSMR	BDEP	nan	nan	nan	nan
SNORA11_GSMR	BDEP	0.00806787	0.00953579	0.397518	1
SNORA16_GSMR	BDEP	nan	nan	nan	nan
SNORA27_GSMR	BDEP	0.0138274	0.00956479	0.148275	1
SNORA33_GSMR	BDEP	nan	nan	nan	nan
SNORA42_GSMR	BDEP	nan	nan	nan	nan
SNORA45_GSMR	BDEP	-0.064955	0.0305963	0.0337565	1
SNORA5A_GSMR	BDEP	-0.0514936	0.032056	0.108194	1
SNORA5C_GSMR	BDEP	-0.00966801	0.0212474	0.649094	1
SNORA63_GSMR	BDEP	nan	nan	nan	nan
SNORA66_GSMR	BDEP	0.018873	0.0279127	0.498948	1
SNORA75_GSMR	BDEP	nan	nan	nan	nan
SNORD100_GSMR	BDEP	nan	nan	nan	nan
SNORD12B_GSMR	BDEP	-0.00572081	0.00302975	0.0589977	7
SNORD14A_GSMR	BDEP	0.00239278	0.00251178	0.340782	14
SNORD15B_GSMR	BDEP	-0.0437518	0.028657	0.126826	1
SNORD17_GSMR	BDEP	nan	nan	nan	nan
SNORD83_GSMR	BDEP	0.00466534	0.00387043	0.228056	3
SNORD89_GSMR	BDEP	0.00541118	0.00335622	0.1069	11
SNPH_GSMR	BDEP	0.00949405	0.0048672	0.0511026	13
SNRK_GSMR	BDEP	0.038643	0.0141805	0.00642864	1
SNRNP25_GSMR	BDEP	0.000534703	0.00361127	0.882291	3
SNRNP27_GSMR	BDEP	0.00297135	0.00389146	0.445131	7
SNRNP35_GSMR	BDEP	-0.0134968	0.0166952	0.418847	3
SNRNP40_GSMR	BDEP	-0.00407694	0.010234	0.690357	3
SNRNP48_GSMR	BDEP	-0.00388218	0.00425612	0.361695	10
SNRNP70_GSMR	BDEP	-0.00566557	0.0111721	0.612072	3
SNRPA1_GSMR	BDEP	0.0196114	0.0218778	0.370037	1
SNRPA_GSMR	BDEP	nan	nan	nan	nan
SNRPB2_GSMR	BDEP	-0.00782528	0.00811594	0.334952	9
SNRPB_GSMR	BDEP	nan	nan	nan	nan
SNRPC_GSMR	BDEP	0.00215124	0.00618696	0.728061	7
SNRPD2_GSMR	BDEP	-0.0129117	0.00678508	0.0570457	5
SNRPE_GSMR	BDEP	0.00417305	0.00848505	0.622852	1
SNRPF_GSMR	BDEP	-0.00775791	0.0144313	0.590869	1
SNTA1_GSMR	BDEP	-0.012498	0.0233664	0.592739	1
SNTB1_GSMR	BDEP	nan	nan	nan	nan
SNTB2_GSMR	BDEP	-0.00029332	0.0076025	0.969224	5
SNTG2_GSMR	BDEP	nan	nan	nan	nan
SNUPN_GSMR	BDEP	-0.00615348	0.00491985	0.211028	6
SNURF_GSMR	BDEP	0.00257266	0.0105337	0.807052	1
SNW1_GSMR	BDEP	0.00239086	0.00694731	0.730739	6
SNX10_GSMR	BDEP	nan	nan	nan	nan
SNX11_GSMR	BDEP	0.0043197	0.00378412	0.253648	10
SNX13_GSMR	BDEP	nan	nan	nan	nan
SNX14_GSMR	BDEP	0.0271194	0.0257632	0.292505	1
SNX15_GSMR	BDEP	0.0140541	0.0105699	0.183638	1
SNX16_GSMR	BDEP	0.0125334	0.00250815	5.82036e-07	18
SNX17_GSMR	BDEP	-0.00392657	0.00774217	0.612038	7
SNX18_GSMR	BDEP	0.0119416	0.00847352	0.158751	5
SNX19_GSMR	BDEP	0.00950174	0.00273232	0.000506054	11
SNX1_GSMR	BDEP	0.0047332	0.00775221	0.54149	5
SNX20_GSMR	BDEP	-0.0287046	0.039746	0.470171	1
SNX21_GSMR	BDEP	0.0356925	0.0110424	0.0012279	2
SNX22_GSMR	BDEP	0.0742552	0.0293489	0.0114034	1
SNX25_GSMR	BDEP	-0.0014165	0.00422175	0.73723	9
SNX27_GSMR	BDEP	nan	nan	nan	nan
SNX29_GSMR	BDEP	0.00505918	0.00316093	0.10948	6
SNX29P2_GSMR	BDEP	nan	nan	nan	nan
SNX2_GSMR	BDEP	nan	nan	nan	nan
SNX30_GSMR	BDEP	-0.000448833	0.00473046	0.924409	7
SNX32_GSMR	BDEP	-0.00111785	0.00578331	0.846732	5
SNX33_GSMR	BDEP	nan	nan	nan	nan
SNX3_GSMR	BDEP	-0.110167	0.0458175	0.0161953	1
SNX4_GSMR	BDEP	0.000828029	0.0133501	0.950544	5
SNX5_GSMR	BDEP	-0.0108005	0.0105193	0.304546	3
SNX6_GSMR	BDEP	nan	nan	nan	nan
SNX7_GSMR	BDEP	nan	nan	nan	nan
SNX8_GSMR	BDEP	0.0370872	0.0219895	0.0916835	1
SNX9_GSMR	BDEP	-0.0344301	0.0259804	0.185093	1
SOAT1_GSMR	BDEP	0.000394949	0.00398333	0.921019	14
SOAT2_GSMR	BDEP	0.0083915	0.0113054	0.457933	1
SOBP_GSMR	BDEP	0.0387056	0.0243447	0.111857	1
SOCS1_GSMR	BDEP	-0.0400779	0.0257444	0.119527	1
SOCS2-AS1_GSMR	BDEP	-0.0571943	0.0282865	0.0431801	1
SOCS2_GSMR	BDEP	-0.0158261	0.00641415	0.0136106	7
SOCS5_GSMR	BDEP	-0.0155018	0.0169759	0.361155	1
SOCS6_GSMR	BDEP	0.0134348	0.0210729	0.523773	1
SOD1_GSMR	BDEP	nan	nan	nan	nan
SOD2_GSMR	BDEP	0.00689949	0.00505269	0.172093	10
SOLH_GSMR	BDEP	-0.038984	0.0154621	0.0116937	1
SON_GSMR	BDEP	nan	nan	nan	nan
SORBS1_GSMR	BDEP	nan	nan	nan	nan
SORBS2_GSMR	BDEP	nan	nan	nan	nan
SORBS3_GSMR	BDEP	nan	nan	nan	nan
SORCS2_GSMR	BDEP	nan	nan	nan	nan
SORCS3_GSMR	BDEP	-0.0622686	0.0145084	1.7714e-05	2
SORD_GSMR	BDEP	0.0123722	0.00988894	0.210891	3
SORT1_GSMR	BDEP	nan	nan	nan	nan
SOS1_GSMR	BDEP	nan	nan	nan	nan
SOS1-IT1_GSMR	BDEP	-0.00201921	0.0144895	0.889168	1
SOS2_GSMR	BDEP	nan	nan	nan	nan
SOWAHC_GSMR	BDEP	0.0040167	0.00505534	0.426877	3
SOX13_GSMR	BDEP	-0.032789	0.0347096	0.344829	1
SOX15_GSMR	BDEP	0.017173	0.0281268	0.541493	1
SOX4_GSMR	BDEP	-0.0217856	0.0125845	0.0834257	6
SOX6_GSMR	BDEP	0.0006189	0.0356178	0.986137	1
SOX7_GSMR	BDEP	-0.0177574	0.0352566	0.614498	1
SOX8_GSMR	BDEP	nan	nan	nan	nan
SP100_GSMR	BDEP	0.00377485	0.010775	0.726088	5
SP110_GSMR	BDEP	0.000556829	0.00395873	0.88814	9
SP140_GSMR	BDEP	0.00451078	0.00607383	0.457689	9
SP140L_GSMR	BDEP	-0.000883615	0.002705	0.743925	17
SP1_GSMR	BDEP	0.00507358	0.00583178	0.384307	1
SP2_GSMR	BDEP	nan	nan	nan	nan
SP3_GSMR	BDEP	-0.0155027	0.0306436	0.612924	1
SP4_GSMR	BDEP	0.017383	0.0106251	0.101833	6
SPA17_GSMR	BDEP	-0.00700126	0.022066	0.751026	1
SPACA3_GSMR	BDEP	nan	nan	nan	nan
SPAG17_GSMR	BDEP	0.00995851	0.0081555	0.222056	1
SPAG1_GSMR	BDEP	-0.00620903	0.00539835	0.250073	6
SPAG7_GSMR	BDEP	0.00423201	0.00329532	0.199055	9
SPAG8_GSMR	BDEP	nan	nan	nan	nan
SPAG9_GSMR	BDEP	nan	nan	nan	nan
SPARC_GSMR	BDEP	0.0102256	0.0103914	0.325093	5
SPAST_GSMR	BDEP	0.0401592	0.0273278	0.141687	1
SPATA13_GSMR	BDEP	0.00408189	0.00632416	0.518639	5
SPATA18_GSMR	BDEP	0.0100087	0.00991879	0.312944	3
SPATA1_GSMR	BDEP	nan	nan	nan	nan
SPATA20_GSMR	BDEP	-0.000252581	0.00184098	0.890873	21
SPATA24_GSMR	BDEP	nan	nan	nan	nan
SPATA2_GSMR	BDEP	-0.00396541	0.0254036	0.875957	1
SPATA2L_GSMR	BDEP	-0.00613573	0.00589075	0.297603	6
SPATA32_GSMR	BDEP	nan	nan	nan	nan
SPATA5_GSMR	BDEP	-0.01133	0.0328016	0.729785	1
SPATA5L1_GSMR	BDEP	-0.000159321	0.00231229	0.945068	15
SPATA6_GSMR	BDEP	0.0149029	0.0180997	0.410294	3
SPATA6L_GSMR	BDEP	0.0062093	0.0116643	0.594494	3
SPATA7_GSMR	BDEP	-0.0125427	0.00720933	0.0818963	6
SPATC1_GSMR	BDEP	-0.0131218	0.00994714	0.187117	1
SPATC1L_GSMR	BDEP	-0.00347581	0.00298757	0.244657	5
SPATS2_GSMR	BDEP	0.00360501	0.0292388	0.901873	1
SPATS2L_GSMR	BDEP	0.00567808	0.00667701	0.395107	8
SPC24_GSMR	BDEP	nan	nan	nan	nan
SPCS1_GSMR	BDEP	-0.0499541	0.00898948	2.7453e-08	3
SPCS2_GSMR	BDEP	-0.0168832	0.0113557	0.137077	1
SPCS3_GSMR	BDEP	nan	nan	nan	nan
SPDL1_GSMR	BDEP	0.00375894	0.00516919	0.467114	5
SPDYC_GSMR	BDEP	-0.00468616	0.00284513	0.0995417	13
SPDYE1_GSMR	BDEP	-0.00920674	0.0125188	0.462076	1
SPDYE2_GSMR	BDEP	-0.0113573	0.00490768	0.0206574	3
SPDYE2L_GSMR	BDEP	-0.00253909	0.00383455	0.507867	6
SPDYE6_GSMR	BDEP	0.00362002	0.00442465	0.413273	6
SPECC1_GSMR	BDEP	0.00918261	0.00567178	0.105447	3
SPECC1L_GSMR	BDEP	nan	nan	nan	nan
SPEF2_GSMR	BDEP	-0.0104735	0.0117671	0.373429	3
SPEG_GSMR	BDEP	-0.00971015	0.0137756	0.480885	1
SPEN_GSMR	BDEP	0.00519727	0.0146496	0.722761	1
SPG11_GSMR	BDEP	-0.0515405	0.0250786	0.0398635	1
SPG20_GSMR	BDEP	0.0122724	0.00594318	0.0389271	9
SPG21_GSMR	BDEP	0.0161585	0.017743	0.362455	1
SPG7_GSMR	BDEP	0.0176176	0.00895184	0.0490628	6
SPHK1_GSMR	BDEP	-0.00397016	0.00506078	0.432749	5
SPHK2_GSMR	BDEP	nan	nan	nan	nan
SPI1_GSMR	BDEP	nan	nan	nan	nan
SPIB_GSMR	BDEP	0.00044628	0.0042451	0.916274	8
SPINK2_GSMR	BDEP	nan	nan	nan	nan
SPINK8_GSMR	BDEP	-0.00721254	0.00851364	0.396898	6
SPINT1_GSMR	BDEP	-0.00913153	0.0112756	0.418028	6
SPINT2_GSMR	BDEP	-0.00599549	0.00602939	0.320039	8
SPIRE1_GSMR	BDEP	0.00410441	0.00347924	0.238126	14
SPIRE2_GSMR	BDEP	-0.0101293	0.00475064	0.0329907	6
SPN_GSMR	BDEP	0.015545	0.0213229	0.465983	1
SPNS1_GSMR	BDEP	0.00164533	0.00363363	0.65069	6
SPNS2_GSMR	BDEP	nan	nan	nan	nan
SPNS3_GSMR	BDEP	-0.00124041	0.0284338	0.965204	1
SPOCD1_GSMR	BDEP	0.0139716	0.0114236	0.221314	3
SPOCK1_GSMR	BDEP	-0.010992	0.0348886	0.752716	1
SPOCK2_GSMR	BDEP	nan	nan	nan	nan
SPON1_GSMR	BDEP	-0.00523122	0.00574392	0.362433	12
SPON2_GSMR	BDEP	-0.0222316	0.00974412	0.0225168	3
SPP1_GSMR	BDEP	0.00241987	0.00280988	0.389129	15
SPPL2A_GSMR	BDEP	-0.00549343	0.00558839	0.325604	6
SPPL3_GSMR	BDEP	-0.0298593	0.00777897	0.000123806	5
SPRED1_GSMR	BDEP	nan	nan	nan	nan
SPRED2_GSMR	BDEP	0.00210543	0.00948326	0.824301	3
SPRTN_GSMR	BDEP	0.00608864	0.010227	0.551608	1
SPRY1_GSMR	BDEP	-0.0571696	0.0322976	0.0767126	1
SPRY2_GSMR	BDEP	nan	nan	nan	nan
SPRYD3_GSMR	BDEP	nan	nan	nan	nan
SPRYD4_GSMR	BDEP	0.00969903	0.0032305	0.00267923	7
SPRYD7_GSMR	BDEP	-0.00639387	0.0180822	0.723638	1
SPSB1_GSMR	BDEP	0.00263444	0.00571205	0.64465	5
SPSB2_GSMR	BDEP	nan	nan	nan	nan
SPTA1_GSMR	BDEP	nan	nan	nan	nan
SPTAN1_GSMR	BDEP	-0.00811447	0.0341064	0.811946	1
SPTB_GSMR	BDEP	0.0414269	0.0192597	0.0314792	1
SPTBN1_GSMR	BDEP	-0.00495151	0.00457286	0.278896	14
SPTBN5_GSMR	BDEP	0.000282003	0.00634229	0.964535	8
SPTLC1_GSMR	BDEP	-0.0206932	0.0183237	0.258766	3
SPTLC2_GSMR	BDEP	0.00727434	0.00401422	0.0699637	15
SPTLC3_GSMR	BDEP	-0.00859831	0.0127745	0.500893	5
SPTSSA_GSMR	BDEP	-0.0162436	0.0131413	0.216431	3
SPTY2D1_GSMR	BDEP	-0.0398201	0.035274	0.258949	1
SQLE_GSMR	BDEP	nan	nan	nan	nan
SQRDL_GSMR	BDEP	0.00467097	0.00520423	0.369435	5
SQSTM1_GSMR	BDEP	0.0103732	0.00701937	0.13946	5
SRA1_GSMR	BDEP	-0.00123789	0.00484924	0.798511	9
SRBD1_GSMR	BDEP	-0.00239383	0.00468831	0.609634	7
SRC_GSMR	BDEP	nan	nan	nan	nan
SRCRB4D_GSMR	BDEP	nan	nan	nan	nan
SRD5A1_GSMR	BDEP	nan	nan	nan	nan
SRD5A3-AS1_GSMR	BDEP	0.00730218	0.00387612	0.0595802	6
SRD5A3_GSMR	BDEP	0.00349132	0.00354315	0.324442	15
SREBF1_GSMR	BDEP	0.0060273	0.00546312	0.26991	8
SREK1IP1_GSMR	BDEP	nan	nan	nan	nan
SRFBP1_GSMR	BDEP	-0.0319013	0.0305845	0.296923	1
SRF_GSMR	BDEP	-0.0796975	0.0358834	0.02635	1
SRGAP1_GSMR	BDEP	-0.0240468	0.016285	0.139776	1
SRGAP2C_GSMR	BDEP	0.00569353	0.00294112	0.0528877	1
SRGAP2_GSMR	BDEP	-0.00313691	0.00703274	0.655565	3
SRGAP3_GSMR	BDEP	0.00892117	0.0107548	0.406819	7
SRGN_GSMR	BDEP	-0.00371836	0.00611499	0.543139	9
SRI_GSMR	BDEP	0.0105657	0.010199	0.300224	3
SRP14_GSMR	BDEP	-0.000578252	0.00334869	0.862903	9
SRP19_GSMR	BDEP	0.0394567	0.0172823	0.0224267	1
SRP54_GSMR	BDEP	8.13466e-05	0.00674035	0.990371	8
SRP68_GSMR	BDEP	-0.0146476	0.0107793	0.174188	1
SRP72_GSMR	BDEP	0.00255505	0.00639466	0.689481	3
SRP9_GSMR	BDEP	nan	nan	nan	nan
SRPK1_GSMR	BDEP	-5.12528e-06	0.00557304	0.999266	10
SRPK2_GSMR	BDEP	nan	nan	nan	nan
SRPRB_GSMR	BDEP	0.00127032	0.00405817	0.754259	8
SRPR_GSMR	BDEP	0.00744728	0.0213991	0.727827	1
SRRD_GSMR	BDEP	nan	nan	nan	nan
SRR_GSMR	BDEP	-0.000907321	0.00316433	0.774316	13
SRRM5_GSMR	BDEP	-0.063494	0.0255603	0.0129883	1
SRSF10_GSMR	BDEP	0.0217952	0.0101629	0.0319856	1
SRSF12_GSMR	BDEP	-0.000430311	0.0303448	0.988686	1
SRSF2_GSMR	BDEP	nan	nan	nan	nan
SRSF3_GSMR	BDEP	0.00102548	0.00734769	0.889004	3
SRSF4_GSMR	BDEP	0.0113271	0.0210969	0.591331	1
SRSF6_GSMR	BDEP	nan	nan	nan	nan
SRSF8_GSMR	BDEP	-0.0102189	0.0120025	0.39455	3
SRSF9_GSMR	BDEP	-0.0437348	0.0181411	0.0159172	1
SRXN1_GSMR	BDEP	0.00593009	0.00251991	0.0186082	6
SS18_GSMR	BDEP	-0.0564073	0.0303988	0.0635135	1
SS18L1_GSMR	BDEP	-0.00764955	0.01536	0.618471	3
SS18L2_GSMR	BDEP	-0.0546263	0.0301061	0.0696074	1
SSB_GSMR	BDEP	-0.024136	0.0207869	0.245594	1
SSBP2_GSMR	BDEP	0.00344773	0.00904047	0.702932	8
SSBP3_GSMR	BDEP	nan	nan	nan	nan
SSBP4_GSMR	BDEP	0.0125186	0.0110623	0.257783	1
SSC5D_GSMR	BDEP	0.0134822	0.0103388	0.192219	1
SSFA2_GSMR	BDEP	-0.00283673	0.0281144	0.91963	1
SSH1_GSMR	BDEP	-0.0010154	0.00747348	0.891926	3
SSH2_GSMR	BDEP	0.0038965	0.00308933	0.207209	7
SSH3_GSMR	BDEP	-0.00248125	0.00630543	0.693943	5
SSPN_GSMR	BDEP	nan	nan	nan	nan
SSPO_GSMR	BDEP	0.00488735	0.00367791	0.183901	6
SSR1_GSMR	BDEP	-0.00903682	0.00664554	0.173883	5
SSR3_GSMR	BDEP	0.024503	0.0159812	0.125217	1
SSR4P1_GSMR	BDEP	-0.00100531	0.00436786	0.817966	3
SSRP1_GSMR	BDEP	0.0173365	0.0366024	0.635753	1
SSTR3_GSMR	BDEP	nan	nan	nan	nan
SSU72_GSMR	BDEP	-0.00366805	0.00410194	0.371203	1
SSX2IP_GSMR	BDEP	-0.00105692	0.00953848	0.91177	3
ST13_GSMR	BDEP	0.0243279	0.0109028	0.0256575	1
ST14_GSMR	BDEP	-0.00516412	0.00435106	0.235281	5
ST20_GSMR	BDEP	0.00347778	0.00222697	0.118367	16
ST3GAL1_GSMR	BDEP	0.00409121	0.00584904	0.48426	8
ST3GAL2_GSMR	BDEP	0.0716201	0.0327746	0.0288718	1
